restaurant_id,Highlights,Present/NotPresent
9100379,Home Delivery,Present
9100379,Takeaway Available,Present
9100379,Lunch Menu,Present
16522241,No Takeaway,Not Present
16522241,Wine and Beer,Present
16522241,BYOB,Present
16522241,Vegetarian Friendly,Present
16522241,Lunch Menu,Present
16522241,Has Early Bird Menu,Present
16522241,Indoor Seating,Present
9101798,Home Delivery,Present
9101798,Takeaway Available,Present
9101798,Kid Friendly,Present
9101798,Indoor Seating,Present
9101798,Lunch Menu,Present
16522202,No Takeaway,Not Present
16522202,Wine,Present
16522202,Has Early Bird Menu,Present
16522202,Indoor Seating,Present
16517406,Breakfast,Present
16517406,Takeaway Available,Present
16517406,Smoking Area,Present
16517406,Outdoor Seating,Present
16517406,Wifi,Present
16521291,Takeaway Available,Present
16521291,Indoor Seating,Present
9100837,No Takeaway,Not Present
9100837,Full Bar Available,Present
9100837,Live Music,Present
9100837,Indoor Seating,Present
9100837,Lunch Menu,Present
9100837,Wifi,Present
9100130,No Takeaway,Not Present
9100130,Full Bar Available,Present
9100130,Smoking Area,Present
9100130,Craft Beer,Present
9100130,Outdoor Seating,Present
9100130,Nightlife,Present
9100300,Breakfast,Present
9100300,Takeaway Available,Present
9100300,Lunch Menu,Present
9100300,Kid Friendly,Present
9100300,Wifi,Present
9100300,Indoor Seating,Present
16521207,Takeaway Available,Present
16521207,Serves Alcohol,Present
16521207,Kid Friendly,Present
16521207,Lunch Menu,Present
16521207,Indoor Seating,Present
16521207,Wifi,Present
16520244,Breakfast,Present
16520244,Takeaway Available,Present
16520244,Wine and Beer,Present
16520244,Smoking Area,Present
16520244,Outdoor Seating,Present
16520244,Wifi,Present
9100360,Takeaway Available,Present
9100360,No Alcohol Available,Not Present
9100360,Indoor Seating,Present
16521193,Breakfast,Present
16521193,Takeaway Available,Present
16521193,Wifi,Present
16521193,Indoor Seating,Present
9100964,Breakfast,Present
9100964,Takeaway Only,Present
9100964,Seating Not Available,Not Present
9100964,No Alcohol Available,Not Present
16517317,No Takeaway,Not Present
16517317,Wine,Present
16517317,Kid Friendly,Present
16517317,Indoor Seating,Present
9101212,No Takeaway,Not Present
9101212,No Alcohol Available,Not Present
9101212,Luxury Dining,Present
9101212,Indoor Seating,Present
9101212,Afternoon Tea,Present
9101018,No Takeaway,Not Present
9101018,Full Bar Available,Present
9101018,Wifi,Present
9101018,Lunch Menu,Present
9101018,Indoor Seating,Present
9101018,Has Early Bird Menu,Present
9100981,Home Delivery,Present
9100981,No Takeaway,Not Present
9100981,Full Bar Available,Present
9100981,Live Music,Present
9100981,Indoor Seating,Present
9100981,Nightlife,Present
9100981,Wifi,Present
9100484,Takeaway Available,Present
9100484,Wifi,Present
9100484,Indoor Seating,Present
9100686,No Takeaway,Not Present
9100686,Serves Alcohol,Present
9100686,Indoor Seating,Present
9100462,Takeaway Available,Present
9100462,Wifi,Present
9100462,Indoor Seating,Present
16517396,Takeaway Available,Present
16517396,No Alcohol Available,Not Present
16517396,Indoor Seating,Present
16521206,Takeaway Available,Present
16521206,No Alcohol Available,Not Present
16521206,Indoor Seating,Present
16522483,Home Delivery,Present
16522483,Takeaway Available,Present
16522483,Serves Alcohol,Present
16522483,Indoor Seating,Present
9100627,Home Delivery,Present
9100627,Takeaway Available,Present
9100627,Kid Friendly,Present
9100627,Indoor Seating,Present
16518379,Home Delivery,Present
16518379,Takeaway Available,Present
16520693,Home Delivery,Present
16520693,Takeaway Available,Present
16520228,Takeaway Only,Present
16519314,Home Delivery,Present
16519314,Takeaway Available,Present
16522379,Home Delivery,Present
16522379,Takeaway Available,Present
16522208,Home Delivery,Present
16522208,Takeaway Available,Present
16522208,Wine and Beer,Present
16522208,Live Music,Present
16522208,Indoor Seating,Present
16522208,Wifi,Present
9100334,Home Delivery,Present
9100334,Takeaway Available,Present
16520032,Home Delivery,Present
16520032,Takeaway Available,Present
16520032,Serves Alcohol,Present
16520032,Indoor Seating,Present
16520032,Has Early Bird Menu,Present
9101710,Home Delivery,Present
9101710,Takeaway Available,Present
9101710,Seating Not Available,Not Present
9101710,No Alcohol Available,Not Present
16522485,No Takeaway,Not Present
16522485,Wine,Present
16522485,Indoor Seating,Present
16519115,Home Delivery,Present
16519115,Takeaway Available,Present
9100415,Home Delivery,Present
9100415,Takeaway Available,Present
16518418,No Takeaway,Not Present
16518418,Full Bar Available,Present
16518418,Live Music,Present
16518418,Indoor Seating,Present
16518418,Lunch Menu,Present
16518418,Wifi,Present
16518418,Nightlife,Present
16519473,Home Delivery,Present
16519473,Takeaway Available,Present
16519473,Serves Alcohol,Present
16519473,Gluten Free Options,Present
16519473,Indoor Seating,Present
16519473,Lunch Menu,Present
16520011,Home Delivery,Present
16520011,Takeaway Available,Present
9100265,Breakfast,Present
9100265,Takeaway Available,Present
9100265,Full Bar Available,Present
9100265,Group Meal,Present
9100265,Wifi,Present
9100265,Outdoor Seating,Present
9101055,No Takeaway,Not Present
9101055,Wine,Present
9101055,Luxury Dining,Present
9101055,Indoor Seating,Present
9101055,Wifi,Present
9100942,Breakfast,Present
9100942,No Takeaway,Not Present
9100942,Full Bar Available,Present
9100942,Wifi,Present
9100942,Indoor Seating,Present
9100942,Afternoon Tea,Present
9100799,No Takeaway,Not Present
9100799,Full Bar Available,Present
9100799,Wifi,Present
9100799,Lunch Menu,Present
9100799,Craft Beer,Present
9100799,Serves Cocktails,Present
9100799,Indoor Seating,Present
9100799,Group Meal,Present
9100799,Nightlife,Present
16521308,No Takeaway,Not Present
16521308,Full Bar Available,Present
16521308,Nightlife,Present
16521308,Indoor Seating,Present
16521308,Group Meal,Present
16521308,Live Sports Screening,Present
16521308,Outdoor Seating,Present
16521308,Wifi,Present
16522144,Takeaway Available,Present
16522144,Wine and Beer,Present
16522144,Indoor Seating,Present
16522144,Wifi,Present
16522144,Has Early Bird Menu,Present
16522144,Outdoor Seating,Present
16522144,Smoking Area,Present
16522144,Brunch,Present
16522144,Lunch Menu,Present
9100441,No Takeaway,Not Present
9100441,Full Bar Available,Present
9100441,Live Music,Present
9100441,Indoor Seating,Present
9100441,Live Sports Screening,Present
9100441,Wifi,Present
9100441,Nightlife,Present
16520682,No Takeaway,Not Present
16520682,Full Bar Available,Present
16520682,Wifi,Present
16520682,Lunch Menu,Present
16520682,Outdoor Seating,Present
16520682,Has Early Bird Menu,Present
16520682,Nightlife,Present
16522154,Breakfast,Present
16522154,No Takeaway,Not Present
16522154,Full Bar Available,Present
16522154,Live Music,Present
16522154,Outdoor Seating,Present
16522154,Nightlife,Present
16522154,Wifi,Present
16522154,Live Sports Screening,Present
16522230,No Takeaway,Not Present
16522230,Full Bar Available,Present
16522230,Has Early Bird Menu,Present
16522230,Nightlife,Present
16522230,Indoor Seating,Present
16522230,Lunch Menu,Present
16522507,Breakfast,Present
16522507,No Takeaway,Not Present
16522507,Wine,Present
16522507,Wifi,Present
16522507,Brunch,Present
16522507,Has Early Bird Menu,Present
16522507,Indoor Seating,Present
16519345,No Takeaway,Not Present
16519345,Full Bar Available,Present
16519345,Lunch Menu,Present
16519345,Indoor Seating,Present
16519345,Nightlife,Present
9100914,Takeaway Available,Present
9100914,Serves Alcohol,Present
9100914,Wifi,Present
9100914,Indoor Seating,Present
9101616,Takeaway Available,Present
9101616,Indoor Seating,Present
16518591,Takeaway Available,Present
16518591,Serves Alcohol,Present
16518591,Wifi,Present
16518591,Vegetarian Friendly,Present
16518591,Indoor Seating,Present
16518591,Gluten Free Options,Present
9101635,Home Delivery,Present
9101635,Takeaway Available,Present
9101635,Wine and Beer,Present
9101635,Wifi,Present
9101635,Indoor Seating,Present
16520748,Home Delivery,Present
16520748,Takeaway Available,Present
9101609,Breakfast,Present
9101609,Takeaway Available,Present
9101609,Lunch Menu,Present
9101609,Wifi,Present
9101609,Indoor Seating,Present
16519475,Takeaway Only,Present
16519475,Wifi,Present
9101190,Takeaway Available,Present
9101190,Wine and Beer,Present
9101190,Indoor Seating,Present
9101190,Outdoor Seating,Present
9101190,Gluten Free Options,Present
9100710,Takeaway Available,Present
9100710,Lunch Menu,Present
9100710,Indoor Seating,Present
9100642,Breakfast,Present
9100642,No Takeaway,Not Present
9100642,Wifi,Present
9100642,Outdoor Seating,Present
16522262,Takeaway Only,Present
16522262,Wifi,Present
9101301,Home Delivery,Present
9101301,Takeaway Available,Present
16520703,Takeaway Available,Present
16520703,Indoor Seating,Present
16521183,Breakfast,Present
16521183,Takeaway Available,Present
16521183,Full Bar Available,Present
16521183,Indoor Seating,Present
16521183,Wifi,Present
16521183,Desserts and Bakes,Present
16509208,No Takeaway,Not Present
16509208,Full Bar Available,Present
16509208,Kid Friendly,Present
16509208,Nightlife,Present
16509208,Indoor Seating,Present
16509208,Lunch Menu,Present
16519374,No Takeaway,Not Present
16519374,Full Bar Available,Present
16519374,Luxury Dining,Present
16519374,Has Early Bird Menu,Present
16519374,Indoor Seating,Present
16519374,Lunch Menu,Present
16519417,No Takeaway,Not Present
16519417,Full Bar Available,Present
16519417,Live Music,Present
16519417,Indoor Seating,Present
16519417,Wifi,Present
16519417,Lunch Menu,Present
16519417,Kid Friendly,Present
16519417,Has Early Bird Menu,Present
16519417,Nightlife,Present
16520416,No Takeaway,Not Present
16520416,Full Bar Available,Present
16520416,Live Music,Present
16520416,Indoor Seating,Present
16520416,Group Meal,Present
16520416,Live Sports Screening,Present
16520416,Club,Present
16520416,Nightlife,Present
9101196,No Takeaway,Not Present
9101196,Wine,Present
9101196,Serves Organic Food,Present
9101196,Luxury Dining,Present
9101196,Smoking Area,Present
9101196,Vegetarian Friendly,Present
9101196,Indoor Seating,Present
16519465,No Takeaway,Not Present
16519465,Wine,Present
16519465,Luxury Dining,Present
16519465,Lunch Menu,Present
16519465,Indoor Seating,Present
16519465,Has Early Bird Menu,Present
16522236,No Takeaway,Not Present
16522236,Full Bar Available,Present
16522236,Has Early Bird Menu,Present
16522236,Lunch Menu,Present
16522236,Indoor Seating,Present
16517416,No Takeaway,Not Present
16517416,Serves Alcohol,Present
16517416,Wifi,Present
16517416,Outdoor Seating,Present
9101733,No Takeaway,Not Present
9101733,Full Bar Available,Present
9101733,Indoor Seating,Present
9101938,No Takeaway,Not Present
9101938,Full Bar Available,Present
9101938,Indoor Seating,Present
9101938,Nightlife,Present
9101938,Wine By Glass,Present
9101938,Serves Cocktails,Present
16522198,No Takeaway,Not Present
16522198,Full Bar Available,Present
16522198,Has Early Bird Menu,Present
16522198,Indoor Seating,Present
16522198,Lunch Menu,Present
16518267,No Takeaway,Not Present
16518267,Full Bar Available,Present
16518267,Kid Friendly,Present
16518267,Lunch Menu,Present
16518267,Indoor Seating,Present
16518267,Gluten Free Options,Present
16518267,Has Early Bird Menu,Present
16520434,No Takeaway,Not Present
16520434,Full Bar Available,Present
16520434,Kid Friendly,Present
16520434,Smoking Area,Present
16520434,Has Early Bird Menu,Present
16520434,Nightlife,Present
16520434,Outdoor Seating,Present
16520434,Private Dining Area Available,Present
16520434,Wifi,Present
16520434,Lunch Menu,Present
9100555,Breakfast,Present
9100555,Takeaway Available,Present
9100555,Wine and Beer,Present
9100555,Live Music,Present
9100555,Outdoor Seating,Present
9100555,Wifi,Present
9100555,Brunch,Present
9100555,Live Sports Screening,Present
9100555,Indoor Seating,Present
9101548,Breakfast,Present
9101548,No Takeaway,Not Present
9101548,Wine,Present
9101548,Indoor Seating,Present
9101548,Lunch Menu,Present
9101313,No Takeaway,Not Present
9101313,Full Bar Available,Present
9101313,Live Music,Present
9101313,Outdoor Seating,Present
9101313,Wifi,Present
9101313,Nightlife,Present
9101313,Indoor Seating,Present
9101313,Lunch Menu,Present
9101309,Breakfast,Present
9101309,Takeaway Available,Present
9101309,Serves Alcohol,Present
9101309,Wifi,Present
9101309,Indoor Seating,Present
16519476,Breakfast,Present
16519476,Takeaway Available,Present
16519476,Wifi,Present
16519476,Outdoor Seating,Present
18339314,Breakfast,Present
18339314,Takeaway Available,Present
18339314,Full Bar Available,Present
18339314,Indoor Seating,Present
9100108,Breakfast,Present
9100108,Takeaway Available,Present
9100108,Wifi,Present
9100108,Indoor Seating,Present
16520015,Breakfast,Present
16520015,Takeaway Available,Present
16520015,Indoor Seating,Present
16520015,Wifi,Present
16520015,Brunch,Present
16520015,Outdoor Seating,Present
16520015,Lunch Menu,Present
9100818,Takeaway Available,Present
9100818,Wine and Beer,Present
9100818,Indoor Seating,Present
9100818,Lunch Menu,Present
9101005,Breakfast,Present
9101005,Takeaway Available,Present
9101005,Wifi,Present
9101005,Indoor Seating,Present
9100174,Breakfast,Present
9100174,Takeaway Available,Present
9100174,Indoor Seating,Present
9100174,Smoking Area,Present
9100174,Outdoor Seating,Present
9100174,Kid Friendly,Present
9100174,Wifi,Present
16518415,Breakfast,Present
16518415,No Takeaway,Not Present
16518415,Outdoor Seating,Present
9101651,Breakfast,Present
9101651,Takeaway Available,Present
9101651,Wifi,Present
9101651,Lunch Menu,Present
9101651,Indoor Seating,Present
9101760,Breakfast,Present
9101760,Takeaway Available,Present
9101760,No Alcohol Available,Not Present
9101760,Wifi,Present
9101760,Indoor Seating,Present
16520436,Breakfast,Present
16520436,Takeaway Available,Present
16520436,Indoor Seating,Present
9100243,Breakfast,Present
9100243,Takeaway Available,Present
9100243,Wifi,Present
9100243,Indoor Seating,Present
9101578,Breakfast,Present
9101578,Takeaway Available,Present
9101578,Indoor Seating,Present
9101578,Wifi,Present
9101056,Breakfast,Present
9101056,Takeaway Available,Present
9101056,Outdoor Seating,Present
9101056,Wifi,Present
9101056,Lunch Menu,Present
9101322,Breakfast,Present
9101322,Takeaway Available,Present
9101322,Desserts and Bakes,Present
9101322,Outdoor Seating,Present
16522461,Home Delivery,Present
16522461,Takeaway Available,Present
16522461,Indoor Seating,Present
9100957,Home Delivery,Present
9100957,Takeaway Available,Present
9100957,Lunch Menu,Present
9100957,Indoor Seating,Present
9100544,Home Delivery,Present
9100544,Takeaway Available,Present
9100544,Indoor Seating,Present
9101112,Home Delivery,Present
9101112,Takeaway Available,Present
9101112,Indoor Seating,Present
9101112,Wifi,Present
9101112,Outdoor Seating,Present
9101112,Vegetarian Friendly,Present
9101112,Lunch Menu,Present
9100459,Home Delivery,Present
9100459,Takeaway Available,Present
9100459,Wifi,Present
9100459,Indoor Seating,Present
9100410,Takeaway Available,Present
9100410,Indoor Seating,Present
16517433,Home Delivery,Present
16517433,Takeaway Available,Present
16517433,Wifi,Present
16517433,Indoor Seating,Present
9100123,Takeaway Available,Present
9100123,Indoor Seating,Present
16520751,Home Delivery,Present
16520751,Takeaway Available,Present
16520751,Indoor Seating,Present
16522174,No Takeaway,Not Present
16522174,Full Bar Available,Present
16522174,Nightlife,Present
16522174,Indoor Seating,Present
16522174,Lunch Menu,Present
9101675,Home Delivery,Present
